2020-10-15 17:03:41,232 INFO    MainThread:28064 [internal.py:wandb_internal():62] W&B internal server running at pid: 28064
2020-10-15 17:03:41,236 DEBUG   HandlerThread:28064 [handler.py:handle_request():54] handle_request: login
2020-10-15 17:03:41,239 DEBUG   SenderThread:28064 [sender.py:send():88] send: request
2020-10-15 17:03:41,239 DEBUG   SenderThread:28064 [sender.py:send_request():97] send_request: login
2020-10-15 17:03:41,252 DEBUG   SenderThread:28064 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-15 17:03:41,960 DEBUG   SenderThread:28064 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-15 17:03:41,963 INFO    SenderThread:28064 [sender.py:send_request_login():144] Login server info: {'cliVersionInfo': {'min_cli_version': '0.8.20', 'max_cli_version': '0.10.5'}}
2020-10-15 17:03:41,967 DEBUG   SenderThread:28064 [sender.py:send():88] send: header
2020-10-15 17:03:41,967 INFO    WriterThread:28064 [datastore.py:open_for_write():76] open: wandb\run-20201015_170338-2ui8nm9p\run-2ui8nm9p.wandb
2020-10-15 17:03:41,968 DEBUG   HandlerThread:28064 [handler.py:handle_request():54] handle_request: check_version
2020-10-15 17:03:41,969 DEBUG   SenderThread:28064 [sender.py:send():88] send: request
2020-10-15 17:03:41,969 DEBUG   SenderThread:28064 [sender.py:send_request():97] send_request: check_version
2020-10-15 17:03:41,976 DEBUG   Thread-14 :28064 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): pypi.org:443
2020-10-15 17:03:42,102 DEBUG   Thread-14 :28064 [connectionpool.py:_make_request():396] https://pypi.org:443 "GET /pypi/wandb/json HTTP/1.1" 200 50241
2020-10-15 17:03:42,165 DEBUG   SenderThread:28064 [sender.py:send():88] send: run
2020-10-15 17:03:42,183 DEBUG   SenderThread:28064 [util.py:is_cygwin_git():315] Failed checking if running in CYGWIN due to: FileNotFoundError(2, 'O sistema não pode encontrar o arquivo especificado', None, 2, None)
2020-10-15 17:03:42,192 DEBUG   SenderThread:28064 [cmd.py:execute():719] Popen(['git', 'cat-file', '--batch-check'], cwd=C:\Dev\Studies-and-Researches, universal_newlines=False, shell=None, istream=<valid stream>)
2020-10-15 17:03:42,503 DEBUG   SenderThread:28064 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-15 17:03:42,840 DEBUG   SenderThread:28064 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-15 17:03:42,882 DEBUG   HandlerThread:28064 [handler.py:handle_request():54] handle_request: run_start
2020-10-15 17:03:42,899 INFO    SenderThread:28064 [dir_watcher.py:__init__():149] watching files in: wandb\run-20201015_170338-2ui8nm9p\files
2020-10-15 17:03:42,899 INFO    SenderThread:28064 [sender.py:_start_run_threads():454] run started: 2ui8nm9p with start time 1602792221
2020-10-15 17:03:42,900 DEBUG   SenderThread:28064 [sender.py:send():88] send: summary
2020-10-15 17:03:42,900 INFO    SenderThread:28064 [sender.py:_save_file():532] saving file wandb-summary.json with policy end
2020-10-15 17:03:42,910 DEBUG   HandlerThread:28064 [cmd.py:execute():719] Popen(['git', 'cat-file', '--batch-check'], cwd=C:\Dev\Studies-and-Researches, universal_newlines=False, shell=None, istream=<valid stream>)
2020-10-15 17:03:43,173 DEBUG   HandlerThread:28064 [cmd.py:execute():719] Popen(['git', 'rev-parse', '--show-toplevel'], cwd=C:\Dev\Studies-and-Researches, universal_newlines=False, shell=None, istream=None)
2020-10-15 17:03:43,625 DEBUG   SenderThread:28064 [sender.py:send():88] send: files
2020-10-15 17:03:43,625 INFO    SenderThread:28064 [sender.py:_save_file():532] saving file wandb-metadata.json with policy now
2020-10-15 17:03:43,626 DEBUG   HandlerThread:28064 [handler.py:handle_request():54] handle_request: status
2020-10-15 17:03:43,628 DEBUG   SenderThread:28064 [sender.py:send():88] send: request
2020-10-15 17:03:43,628 DEBUG   SenderThread:28064 [sender.py:send_request():97] send_request: status
2020-10-15 17:03:43,636 DEBUG   SenderThread:28064 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-15 17:03:43,662 DEBUG   Thread-23 :28064 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-15 17:03:43,902 INFO    Thread-18 :28064 [dir_watcher.py:_on_file_created():188] file/dir created: wandb\run-20201015_170338-2ui8nm9p\files\wandb-summary.json
2020-10-15 17:03:43,903 INFO    Thread-18 :28064 [dir_watcher.py:_on_file_created():188] file/dir created: wandb\run-20201015_170338-2ui8nm9p\files\wandb-metadata.json
2020-10-15 17:03:43,904 INFO    Thread-18 :28064 [dir_watcher.py:_on_file_created():188] file/dir created: wandb\run-20201015_170338-2ui8nm9p\files\requirements.txt
2020-10-15 17:03:43,906 INFO    Thread-18 :28064 [dir_watcher.py:_on_file_created():188] file/dir created: wandb\run-20201015_170338-2ui8nm9p\files\output.log
2020-10-15 17:03:43,958 DEBUG   SenderThread:28064 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-15 17:03:43,993 DEBUG   Thread-23 :28064 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-15 17:03:44,003 DEBUG   Thread-23 :28064 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): storage.googleapis.com:443
