2020-10-07 15:28:19,210 INFO    MainThread:33584 [internal.py:wandb_internal():62] W&B internal server running at pid: 33584
2020-10-07 15:28:19,217 DEBUG   HandlerThread:33584 [handler.py:handle_request():54] handle_request: login
2020-10-07 15:28:19,218 DEBUG   SenderThread:33584 [sender.py:send():88] send: request
2020-10-07 15:28:19,219 DEBUG   SenderThread:33584 [sender.py:send_request():97] send_request: login
2020-10-07 15:28:19,235 DEBUG   SenderThread:33584 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-07 15:28:19,958 DEBUG   SenderThread:33584 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-07 15:28:19,962 INFO    SenderThread:33584 [sender.py:send_request_login():144] Login server info: {'cliVersionInfo': {'min_cli_version': '0.8.20', 'max_cli_version': '0.10.4'}}
2020-10-07 15:28:19,967 INFO    WriterThread:33584 [datastore.py:open_for_write():76] open: wandb\run-20201007_152816-x783luef\run-x783luef.wandb
2020-10-07 15:28:19,968 DEBUG   SenderThread:33584 [sender.py:send():88] send: header
2020-10-07 15:28:19,969 DEBUG   HandlerThread:33584 [handler.py:handle_request():54] handle_request: check_version
2020-10-07 15:28:19,970 DEBUG   SenderThread:33584 [sender.py:send():88] send: request
2020-10-07 15:28:19,970 DEBUG   SenderThread:33584 [sender.py:send_request():97] send_request: check_version
2020-10-07 15:28:19,977 DEBUG   Thread-14 :33584 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): pypi.org:443
2020-10-07 15:28:20,099 DEBUG   Thread-14 :33584 [connectionpool.py:_make_request():396] https://pypi.org:443 "GET /pypi/wandb/json HTTP/1.1" 200 49963
2020-10-07 15:28:20,160 DEBUG   SenderThread:33584 [sender.py:send():88] send: run
2020-10-07 15:28:20,177 DEBUG   SenderThread:33584 [util.py:is_cygwin_git():315] Failed checking if running in CYGWIN due to: FileNotFoundError(2, 'O sistema não pode encontrar o arquivo especificado', None, 2, None)
2020-10-07 15:28:20,184 DEBUG   SenderThread:33584 [cmd.py:execute():719] Popen(['git', 'cat-file', '--batch-check'], cwd=C:\Dev\Studies-and-Researches, universal_newlines=False, shell=None, istream=<valid stream>)
2020-10-07 15:28:20,474 DEBUG   SenderThread:33584 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-07 15:28:20,820 DEBUG   SenderThread:33584 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-07 15:28:20,860 DEBUG   HandlerThread:33584 [handler.py:handle_request():54] handle_request: run_start
2020-10-07 15:28:20,876 INFO    SenderThread:33584 [dir_watcher.py:__init__():149] watching files in: wandb\run-20201007_152816-x783luef\files
2020-10-07 15:28:20,876 INFO    SenderThread:33584 [sender.py:_start_run_threads():454] run started: x783luef with start time 1602095299
2020-10-07 15:28:20,877 DEBUG   SenderThread:33584 [sender.py:send():88] send: summary
2020-10-07 15:28:20,877 INFO    SenderThread:33584 [sender.py:_save_file():532] saving file wandb-summary.json with policy end
2020-10-07 15:28:20,886 DEBUG   HandlerThread:33584 [cmd.py:execute():719] Popen(['git', 'cat-file', '--batch-check'], cwd=C:\Dev\Studies-and-Researches, universal_newlines=False, shell=None, istream=<valid stream>)
2020-10-07 15:28:21,146 DEBUG   HandlerThread:33584 [cmd.py:execute():719] Popen(['git', 'rev-parse', '--show-toplevel'], cwd=C:\Dev\Studies-and-Researches, universal_newlines=False, shell=None, istream=None)
2020-10-07 15:28:21,607 DEBUG   SenderThread:33584 [sender.py:send():88] send: files
2020-10-07 15:28:21,607 INFO    SenderThread:33584 [sender.py:_save_file():532] saving file wandb-metadata.json with policy now
2020-10-07 15:28:21,607 DEBUG   HandlerThread:33584 [handler.py:handle_request():54] handle_request: status
2020-10-07 15:28:21,609 DEBUG   SenderThread:33584 [sender.py:send():88] send: request
2020-10-07 15:28:21,609 DEBUG   SenderThread:33584 [sender.py:send_request():97] send_request: status
