2020-10-15 17:08:44,436 INFO    MainThread:26400 [internal.py:wandb_internal():62] W&B internal server running at pid: 26400
2020-10-15 17:08:44,439 DEBUG   HandlerThread:26400 [handler.py:handle_request():54] handle_request: login
2020-10-15 17:08:44,441 DEBUG   SenderThread:26400 [sender.py:send():88] send: request
2020-10-15 17:08:44,442 DEBUG   SenderThread:26400 [sender.py:send_request():97] send_request: login
2020-10-15 17:08:44,452 DEBUG   SenderThread:26400 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): api.wandb.ai:443
2020-10-15 17:08:45,270 DEBUG   SenderThread:26400 [connectionpool.py:_make_request():396] https://api.wandb.ai:443 "POST /graphql HTTP/1.1" 200 None
2020-10-15 17:08:45,274 INFO    SenderThread:26400 [sender.py:send_request_login():144] Login server info: {'cliVersionInfo': {'min_cli_version': '0.8.20', 'max_cli_version': '0.10.5'}}
2020-10-15 17:08:45,277 DEBUG   SenderThread:26400 [sender.py:send():88] send: header
2020-10-15 17:08:45,278 INFO    WriterThread:26400 [datastore.py:open_for_write():76] open: wandb\run-20201015_170842-owo9slu5\run-owo9slu5.wandb
2020-10-15 17:08:45,279 DEBUG   HandlerThread:26400 [handler.py:handle_request():54] handle_request: check_version
2020-10-15 17:08:45,279 DEBUG   SenderThread:26400 [sender.py:send():88] send: request
2020-10-15 17:08:45,279 DEBUG   SenderThread:26400 [sender.py:send_request():97] send_request: check_version
2020-10-15 17:08:45,285 DEBUG   Thread-14 :26400 [connectionpool.py:_new_conn():815] Starting new HTTPS connection (1): pypi.org:443
2020-10-15 17:08:45,408 DEBUG   Thread-14 :26400 [connectionpool.py:_make_request():396] https://pypi.org:443 "GET /pypi/wandb/json HTTP/1.1" 200 50241
2020-10-15 17:08:45,422 DEBUG   SenderThread:26400 [sender.py:send():88] send: run
2020-10-15 17:08:45,436 DEBUG   SenderThread:26400 [util.py:is_cygwin_git():315] Failed checking if running in CYGWIN due to: FileNotFoundError(2, 'O sistema não pode encontrar o arquivo especificado', None, 2, None)
2020-10-15 17:08:45,442 DEBUG   SenderThread:26400 [cmd.py:execute():719] Popen(['git', 'cat-file', '--batch-check'], cwd=C:\Dev\Studies-and-Researches, universal_newlines=False, shell=None, istream=<valid stream>)
